sigma2,tau,c2,eta,active_size
0.748118783227854,0.00146277756099173,11.754926031276,0.0650122522932457,210
0.748691801203241,0.00146535196196694,10.2464918086146,0.0701541504911748,208
0.747404577501861,0.00146590620932302,9.85535678095288,0.0722404616663703,209
0.739176171513937,0.00147586366919954,14.1191480943962,0.0753792159818618,211
0.734703689142256,0.00148354755650922,9.81342888815353,0.074097193735532,209
0.730289810292689,0.00148423159121117,12.1499440760998,0.0795076589921551,213
0.727700858423744,0.00148954679132066,7.65006897262139,0.0708392498778061,209
0.723802848459282,0.00148904889451571,6.56682187599885,0.0740471727343628,209
0.724009339485109,0.00148074229661057,10.8569762020908,0.072521193905198,215
0.729420291114013,0.00147884250661526,9.94318125924171,0.0680726337317746,213
0.719699357099612,0.00148610873852214,8.63423858507992,0.0746026274748335,222
0.717464335291766,0.00148581623633775,13.0487547503453,0.0820369321958416,210
0.711442602924187,0.00148892469258289,16.4364919217491,0.0820562437736158,207
0.71230795278259,0.00149442863668188,9.80724228849595,0.0833029812059719,216
0.70315263143516,0.00150172827983256,8.55660388175603,0.0798201398005123,215
0.700936388571122,0.00150454069631978,9.61659116380335,0.0852124770201556,210
0.692289995814071,0.00151052425843694,10.5484277386888,0.0862822201661284,212
0.689562464628615,0.00151902025911708,8.33983229303331,0.0906964705092517,205
0.687462815845399,0.00152159305479083,8.38411507122751,0.0868615531407874,208
0.682771782500078,0.00152650258809237,8.09961633904443,0.0885767456128676,207
0.685373887503158,0.00152872056363562,16.920863719495,0.084329195750061,217
0.679046406302072,0.00153638349684656,13.1676035483677,0.0946123590918238,211
0.675607621589283,0.00153781776539536,7.77607213287496,0.0950414226668014,210
0.675990239421227,0.00154187279623631,8.77613515836381,0.0880668866109682,214
0.674609995162933,0.00154835003461017,12.370495195946,0.0921596823283454,214
0.675988853444539,0.00154313593306701,8.02255516933939,0.0965320627515275,218
0.677459086125995,0.00154253058584434,7.11772364823269,0.0990623349576071,209
0.674556712537163,0.00154118659678873,7.70687343398553,0.103623883213503,214
0.678515321581521,0.00153951539679313,8.8187614331868,0.107952495680214,205
0.671638810100818,0.00154244721266163,10.4356051667199,0.108255331658605,203
0.669307608904052,0.00154396858650262,7.45700879924518,0.104896841080297,212
0.667251870712333,0.00154724998828275,9.20903292780975,0.10095364786534,216
0.663802502271784,0.00155176852023375,8.5251729560429,0.0907908303988453,209
0.661765878067766,0.00155359943331055,17.5794814656869,0.0931406469738561,205
0.6514694111933,0.00156337890480677,19.1476174141076,0.0923166000499482,209
0.645774970362084,0.00156690501065536,12.8485069863343,0.0951753975108526,213
0.639965693146085,0.00156988806408898,10.9203519002015,0.0959148612278026,212
0.634975009459185,0.00157529289044585,8.10633583771362,0.0866357862133685,212
0.63586081312617,0.00157774399865936,9.42291997053392,0.0812167705619712,210
